                  epoch,         train/box_loss,         train/cls_loss,         train/dfl_loss,   metrics/precision(B),      metrics/recall(B),       metrics/mAP50(B),    metrics/mAP50-95(B),           val/box_loss,           val/cls_loss,           val/dfl_loss,                 lr/pg0,                 lr/pg1,                 lr/pg2
                      1,                 1.6753,                 3.2847,                 1.6204,                 0.9144,                0.19608,                0.23049,                0.14832,                 1.4134,                 2.0556,                 1.3476,              0.0001579,              0.0001579,              0.0001579
                      2,                 1.4371,                 2.0898,                 1.4274,                0.78166,                0.28393,                0.31037,                0.20841,                 1.3728,                 1.6475,                 1.3249,              0.0003009,              0.0003009,              0.0003009
